# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = finite_mixture_model
# start_datetime = 2025-08-06 02:53:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 50
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmpfhbldy6n/c80bfik9.json
# init = 2 (Default)
# random
#   seed = 66806
# output
#   file = /home/cph/y/mcmc-monitor/examples/example-output/finite-mixture-1/finite-mixture-20250806105328_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=finite-mixture.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,Theta.1,Theta.2
-1075.85,0.145631,0.106453,3,7,0,1078.03,3.86088,1.43858,3.95743,2.54015,0.592682,0.407318
-1074.49,0.979164,0.0178797,6,95,0,1080.12,3.50837,0.102763,3.53872,2.45396,0.581029,0.418971
-1073.13,0.934849,0.0309247,4,31,0,1076.9,3.50489,0.305059,3.5866,2.24157,0.584455,0.415545
-1073.75,0.833789,0.0469463,4,27,0,1079.46,3.22286,0.721974,3.69213,2.65969,0.670468,0.329532
-1072.16,0.9849,0.0537895,5,63,0,1074.95,4.54603,0.20522,3.07212,2.54246,0.508654,0.491346
-1071.84,0.92817,0.0923831,3,7,0,1072.85,4.56721,0.229897,3.31535,2.52371,0.539244,0.460756
-1071.84,0.0243415,0.135152,2,6,1,1074.79,4.56721,0.229897,3.31535,2.52371,0.539244,0.460756
-1072.51,0.993456,0.0179059,6,127,0,1073.99,4.06981,0.529244,3.6869,2.62986,0.549743,0.450257
-1071.78,0.999001,0.031314,3,15,0,1073.7,4.15367,0.605471,3.40172,2.49938,0.571126,0.428874
-1071.12,0.977388,0.0550662,3,15,0,1072.76,4.24647,0.338504,3.33031,2.28632,0.57775,0.42225
-1072.48,0.259672,0.0907528,3,11,0,1074.99,4.09731,0.663892,3.833,2.3924,0.574308,0.425692
-1072.92,0.99667,0.0234874,4,15,0,1074.45,4.03182,0.579975,3.82723,2.34513,0.62079,0.37921
-1072.46,0.980965,0.0406011,4,31,0,1074.8,3.82462,-0.0592353,3.41205,2.13994,0.589058,0.410942
-1073.99,0.768683,0.0668859,4,23,0,1076.72,2.98077,-0.392549,3.67956,1.4531,0.857918,0.142082
-1075.84,0.953788,0.0641708,3,15,0,1076.48,2.75325,-0.685622,3.40281,1.16463,0.887194,0.112806
-1075.84,0.0765083,0.0977046,1,3,1,1080.11,2.75325,-0.685622,3.40281,1.16463,0.887194,0.112806
-1075.27,0.999941,0.0168652,6,63,0,1077.81,3.13626,0.131777,3.6871,1.40134,0.877052,0.122948
-1074.28,0.953691,0.028854,5,31,0,1076.95,2.98325,-0.0466771,3.4089,2.14252,0.793226,0.206774
-1074.17,0.952772,0.0437549,4,15,0,1075.23,3.15081,-0.184049,3.84935,1.45708,0.808052,0.191948
-1074.04,0.954526,0.0658055,3,15,0,1075.19,2.97167,-0.0837919,3.82466,1.80548,0.796442,0.203558
-1074.42,0.279915,0.0988091,1,3,0,1076.98,2.89503,0.112329,3.42118,1.91063,0.786277,0.213723
-1074.81,0.912291,0.0294377,3,7,0,1076.91,2.85228,0.0815225,3.80421,2.10752,0.773599,0.226401
-1075.19,0.959778,0.0399704,4,31,0,1077.8,3.42682,-0.0569301,3.89283,1.37994,0.793174,0.206826
# Adaptation terminated
# Step size = 0.0462034
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1
-1073.71,0.949697,0.0462034,4,23,0,1077.95,3.3044,0.233535,3.57225,1.42848,0.783047,0.216953
-1073.33,0.997624,0.0462034,4,31,0,1074.93,3.36129,0.244104,3.69548,1.49112,0.779453,0.220547
-1071.8,0.922171,0.0462034,6,79,0,1075.88,5.81454,0.409438,2.92323,2.4154,0.396158,0.603842
-1071.32,0.976556,0.0462034,6,95,0,1072.96,4.71113,0.741617,3.31997,2.59979,0.452928,0.547072
-1074.83,0.773711,0.0462034,5,47,0,1077.26,4.38097,0.338079,3.60073,1.92788,0.530289,0.469711
-1074.27,0.93957,0.0462034,3,7,0,1077.99,4.17212,0.22532,3.27239,2.78332,0.527147,0.472853
-1072.85,0.99699,0.0462034,3,7,0,1075.69,3.94918,0.385435,3.52068,1.99741,0.569837,0.430163
-1071.68,0.995818,0.0462034,4,31,0,1073.67,3.78226,0.18456,3.49426,1.98589,0.65836,0.34164
-1073.12,0.820569,0.0462034,4,31,0,1074.9,3.89709,-0.160747,3.2013,2.06975,0.585965,0.414035
-1072.82,0.990561,0.0462034,4,31,0,1075.34,3.83051,0.534852,3.6559,2.13402,0.682836,0.317164
-1072.75,0.999255,0.0462034,4,15,0,1073.25,3.86659,0.539887,3.68059,2.03389,0.665453,0.334547
-1075.88,0.683047,0.0462034,5,47,0,1077.87,5.06764,0.590976,2.88704,2.13183,0.515169,0.484831
-1073.39,0.923669,0.0462034,3,15,0,1080.41,4.78391,0.377377,3.53954,2.60102,0.521177,0.478823
-1073.45,0.958437,0.0462034,4,23,0,1076.11,4.14771,0.484027,3.75969,2.65404,0.51382,0.48618
-1072.07,0.995375,0.0462034,6,95,0,1074.2,5.83994,0.727798,2.79576,2.26571,0.388099,0.611901
-1071.84,1,0.0462034,4,15,0,1072.48,5.82255,0.522776,2.74585,2.24915,0.355172,0.644828
-1075.62,0.960163,0.0462034,6,95,0,1076.79,2.81053,-0.60013,3.72531,1.33677,0.890479,0.109521
-1076.86,0.903667,0.0462034,4,15,0,1078.98,3.39898,-0.778844,3.48445,1.02795,0.843793,0.156207
-1076.19,0.915421,0.0462034,4,23,0,1080.04,2.64408,0.116568,3.56518,2.27414,0.826915,0.173085
-1074.72,0.989998,0.0462034,5,47,0,1078.25,3.44687,0.813761,3.75616,1.66415,0.714167,0.285833
-1073.19,0.87683,0.0462034,4,15,0,1076.08,3.32048,0.659661,3.89113,1.82634,0.725641,0.274359
-1071.14,0.999446,0.0462034,6,111,0,1074.63,5.13483,0.255993,3.07511,2.27527,0.449795,0.550205
-1073.91,0.823621,0.0462034,6,63,0,1075.08,3.30689,0.395149,4.00436,1.76907,0.714342,0.285658
-1074.32,0.999789,0.0462034,4,15,0,1075.3,3.27868,0.725449,3.95308,2.15879,0.750655,0.249345
-1073.32,0.873982,0.0462034,6,63,0,1077.07,2.87504,0.00170322,3.62579,1.51284,0.831076,0.168924
-1076.12,0.878359,0.0462034,5,31,0,1077.77,2.70861,1.31873,3.83236,2.16196,0.805069,0.194931
-1074.72,0.811965,0.0462034,5,31,0,1077.75,3.06511,1.27383,3.74557,2.30131,0.735057,0.264943
-1074.58,0.951214,0.0462034,5,31,0,1076.38,3.0499,0.978709,3.73421,2.09531,0.637729,0.362271
-1072.67,0.996966,0.0462034,4,31,0,1075.65,3.44191,0.826524,3.61832,2.22984,0.648651,0.351349
-1073.44,0.971384,0.0462034,5,63,0,1075.64,5.42779,0.243793,2.91157,2.60802,0.434464,0.565536
-1071.34,0.98297,0.0462034,6,111,0,1074.92,4.147,0.511551,3.36555,2.47153,0.534316,0.465684
-1071.16,0.971004,0.0462034,3,15,0,1072.08,4.314,0.341365,3.50963,2.36386,0.540165,0.459835
-1072.82,0.916711,0.0462034,6,127,0,1075.29,6.94125,1.51347,2.19901,2.78433,0.217874,0.782126
-1073.32,0.984638,0.0462034,2,3,0,1073.46,6.94284,1.53304,2.15061,2.69534,0.219131,0.780869
-1074.85,0.980225,0.0462034,4,31,0,1076.59,6.87045,0.851579,2.75487,2.64467,0.214214,0.785786
-1073.64,0.967958,0.0462034,3,7,0,1077.34,6.93226,1.13877,2.26194,2.42059,0.299162,0.700838
-1074.06,0.877148,0.0462034,5,55,0,1076.14,6.06941,1.07793,3.15189,2.84086,0.345855,0.654145
-1073.94,0.983078,0.0462034,4,23,0,1076.84,6.26065,1.00994,2.25983,2.76173,0.261526,0.738474
-1073.62,0.979058,0.0462034,5,39,0,1077.13,5.50499,0.673163,3.55583,2.60413,0.385612,0.614388
-1071.03,0.992987,0.0462034,5,43,0,1074.93,6.76473,1.0903,2.43103,2.64643,0.267236,0.732764
-1072.88,0.966759,0.0462034,4,23,0,1074.16,6.38662,1.47714,2.71176,2.73457,0.225433,0.774567
-1075.13,0.586199,0.0462034,3,7,0,1076.88,6.30902,1.48253,2.6878,2.54087,0.23014,0.76986
-1073.29,0.820795,0.0462034,2,3,0,1077.72,6.23556,1.39398,2.68541,2.65485,0.226684,0.773316
-1072.21,0.987599,0.0462034,6,95,0,1074.35,4.37968,0.765097,3.70073,2.38645,0.47582,0.52418
-1073.99,0.896756,0.0462034,2,7,0,1077.3,4.4255,0.941664,3.29691,2.38996,0.521697,0.478303
-1073.11,0.996403,0.0462034,3,11,0,1075.94,4.35365,0.841677,3.78091,2.73526,0.450347,0.549653
-1074.52,0.95505,0.0462034,5,63,0,1075.92,3.36184,-0.560919,3.2993,1.78202,0.811216,0.188784
-1072.99,0.984637,0.0462034,4,23,0,1075.81,3.10481,-0.0959747,3.75099,1.66426,0.792454,0.207546
-1072.25,0.965922,0.0462034,4,31,0,1075.8,3.294,0.523041,3.61779,2.17733,0.714209,0.285791
-1074.6,0.761023,0.0462034,4,15,0,1076.02,2.92287,0.306755,3.94073,1.87471,0.730016,0.269984
-1074.4,0.994002,0.0462034,4,31,0,1076.36,2.94603,0.0460748,3.81727,2.06529,0.791804,0.208196
-1075.31,0.990708,0.0462034,4,15,0,1076.65,2.86505,0.183956,3.67359,2.44481,0.811336,0.188664
-1072.89,0.945519,0.0462034,4,31,0,1077.78,3.35584,0.470895,3.50624,2.01507,0.740469,0.259531
-1072.34,0.996262,0.0462034,5,47,0,1074.62,3.83001,-0.238078,3.28316,2.06655,0.623888,0.376112
-1072.46,0.971133,0.0462034,3,15,0,1073.74,3.86004,-0.041564,3.41039,2.16435,0.707026,0.292974
-1071.54,0.739434,0.0462034,6,71,0,1076.09,5.59456,0.558688,2.95837,2.5242,0.420967,0.579033
-1071.98,0.952979,0.0462034,4,15,0,1072.61,5.58444,0.581087,2.85223,2.59722,0.414997,0.585003
-1071.8,0.99484,0.0462034,6,103,0,1072.62,4.44795,0.325361,3.35905,2.17862,0.49892,0.50108
-1071.68,0.991474,0.0462034,6,87,0,1072.83,6.16471,0.92453,2.64811,2.73331,0.280571,0.719429
-1071.55,0.987772,0.0462034,6,67,0,1073.63,3.92695,0.126751,3.58662,2.26141,0.608194,0.391806
-1071.56,0.799692,0.0462034,4,23,0,1074.79,4.19034,0.340009,3.23677,2.47909,0.553745,0.446255
-1070.84,0.998549,0.0462034,5,43,0,1072.82,4.79633,0.405799,3.13766,2.30833,0.495941,0.504059
-1073.41,0.985008,0.0462034,5,31,0,1073.72,4.87902,1.28037,3.48435,2.68749,0.341683,0.658317
-1074.02,0.95167,0.0462034,6,63,0,1075.94,2.99556,0.102717,3.60353,1.23021,0.837198,0.162802
-1073.91,0.816087,0.0462034,4,15,0,1075.17,2.91808,0.0123475,3.82476,1.52865,0.820784,0.179216
-1076.04,0.8609,0.0462034,5,31,0,1077.3,3.16854,0.310939,4.03458,1.34484,0.787041,0.212959
-1077.08,0.935715,0.0462034,4,31,0,1079.64,3.48249,0.155585,3.27325,2.55605,0.784261,0.215739
-1074.31,0.828632,0.0462034,4,15,0,1079.45,3.62738,0.241683,3.40924,2.15,0.758783,0.241217
-1073.27,0.991695,0.0462034,4,31,0,1077.78,3.08031,-0.181726,3.5409,2.11092,0.781781,0.218219
-1073.71,0.973026,0.0462034,4,31,0,1075.54,3.23894,0.898693,3.7018,1.98406,0.750982,0.249018
-1073.13,0.966152,0.0462034,4,31,0,1077.04,3.13923,-0.333238,3.43753,1.68484,0.786046,0.213954
-1073.93,0.808757,0.0462034,5,47,0,1075.47,3.38439,0.620909,3.43858,2.07812,0.727777,0.272223
-1075.44,0.955894,0.0462034,5,63,0,1077.76,3.23673,1.39296,3.60814,2.75624,0.542195,0.457805
-1072.99,0.992742,0.0462034,4,31,0,1077.41,4.56577,1.03222,3.31054,2.50703,0.424031,0.575969
-1074.54,0.98465,0.0462034,5,31,0,1077.87,3.51295,1.32724,3.94235,2.84936,0.485468,0.514532
-1072.71,0.945445,0.0462034,4,23,0,1077.2,3.68605,0.46707,3.61,2.3407,0.699181,0.300819
-1072.2,0.786287,0.0462034,6,79,0,1075.25,5.3223,0.346711,2.91829,2.55969,0.394629,0.605371
-1072.46,0.931508,0.0462034,3,15,0,1074.08,5.25324,0.503091,3.27277,2.25116,0.405165,0.594835
-1071.94,0.991084,0.0462034,5,63,0,1075.12,3.66675,0.271994,3.4403,2.05021,0.635782,0.364218
-1072.95,0.894355,0.0462034,2,7,0,1074.2,3.73499,0.260418,3.86247,2.22804,0.662003,0.337997
-1071.7,0.979169,0.0462034,5,35,0,1075.61,4.39403,0.0749591,3.07682,2.14889,0.537336,0.462664
-1072.2,0.958578,0.0462034,6,91,0,1073.22,6.0106,0.689157,2.81675,2.24917,0.367398,0.632602
-1072.53,0.97554,0.0462034,6,95,0,1074.87,4.10017,0.286092,3.16906,2.53526,0.544454,0.455546
-1072.21,0.994117,0.0462034,4,31,0,1075.74,4.21433,0.256575,3.58485,2.3142,0.623361,0.376639
-1071.92,0.955079,0.0462034,3,15,0,1073.38,4.11207,0.224009,3.45343,2.01987,0.614378,0.385622
-1074.61,0.806774,0.0462034,4,19,0,1081.61,4.25263,0.688061,3.64114,2.12243,0.472091,0.527909
-1072.34,0.969733,0.0462034,6,75,0,1076.95,3.14417,0.373601,3.72936,1.86166,0.740595,0.259405
-1073.53,0.957226,0.0462034,5,31,0,1074.26,2.96271,-0.140219,3.72924,1.68622,0.779945,0.220055
-1075.21,0.995061,0.0462034,4,31,0,1077.53,2.71126,-0.131909,3.69051,1.15084,0.842114,0.157886
-1075.05,0.841338,0.0462034,5,31,0,1076.69,2.89029,-0.213556,3.40534,1.53259,0.872215,0.127785
-1072.09,0.984621,0.0462034,6,95,0,1076.41,6.46077,0.778476,2.55328,2.64331,0.319787,0.680213
-1071.75,0.914243,0.0462034,3,7,0,1074.56,6.55492,0.822035,2.44009,2.34788,0.304982,0.695018
-1072.9,0.949046,0.0462034,5,31,0,1074.14,6.51498,1.40487,2.86086,2.63397,0.232756,0.767244
-1071.56,0.955299,0.0462034,5,47,0,1074.08,6.1442,1.12885,2.63121,2.67343,0.264472,0.735528
-1072.47,0.901567,0.0462034,4,15,0,1074.12,6.33813,0.578491,2.55136,2.55544,0.337673,0.662327
-1071.41,0.995499,0.0462034,4,15,0,1073.01,6.21778,0.776104,2.64757,2.54204,0.349714,0.650286
-1071.93,0.995977,0.0462034,5,47,0,1073.3,5.28598,0.979644,3.34051,2.59871,0.396063,0.603937
-1074.86,0.943759,0.0462034,3,7,0,1075.65,5.34531,0.623671,2.73499,2.5223,0.304592,0.695408
-1072.28,0.968596,0.0462034,3,7,0,1075.95,5.38131,0.891081,3.28373,2.75125,0.38944,0.61056
-1072.39,0.962702,0.0462034,3,7,0,1073.68,5.34947,1.00448,2.95064,2.54012,0.395283,0.604717
-1073.28,0.943243,0.0462034,5,63,0,1074.79,4.89973,0.00147673,3.36933,2.28237,0.549016,0.450984
-1073.55,0.987649,0.0462034,4,15,0,1077.65,4.47159,0.832403,3.7939,2.77693,0.434808,0.565192
-1073.25,0.984113,0.0462034,4,19,0,1075.09,4.53473,0.119508,2.85693,2.10239,0.517381,0.482619
-1072.33,0.933566,0.0462034,5,39,0,1075.9,4.36498,0.0686024,3.40193,2.50522,0.558357,0.441643
-1072.92,1,0.0462034,3,15,0,1073.68,4.44526,-0.155569,3.10699,1.94402,0.594721,0.405279
-1072.76,0.94883,0.0462034,5,31,0,1074.96,4.40203,0.0856615,3.46301,1.9974,0.560911,0.439089
-1071.99,0.882995,0.0462034,5,63,0,1076.83,4.85692,0.0545707,3.11989,2.09343,0.507309,0.492691
-1075.23,0.721996,0.0462034,2,3,0,1077.42,4.93679,-0.0128538,2.70422,2.45241,0.5231,0.4769
-1072.16,1,0.0462034,4,23,0,1076.21,4.92388,0.534484,2.91334,2.594,0.4534,0.5466
-1071.98,0.999986,0.0462034,5,31,0,1073.9,4.9971,0.910287,3.2289,2.73772,0.375715,0.624285
-1072.21,0.955707,0.0462034,5,31,0,1073.5,5.16439,1.07464,3.27041,2.76294,0.375472,0.624528
-1072.49,0.851263,0.0462034,6,95,0,1079.52,4.637,0.195264,2.86462,2.35345,0.480035,0.519965
-1072.01,0.993208,0.0462034,2,3,0,1073.14,4.62093,0.150206,3.06419,2.43579,0.476101,0.523899
-1070.98,0.994445,0.0462034,3,7,0,1072.84,4.68797,0.21056,3.15977,2.22116,0.502192,0.497808
-1070.86,0.969858,0.0462034,5,55,0,1073.41,5.35021,0.570045,2.95415,2.53396,0.398479,0.601521
-1070.83,0.989888,0.0462034,3,11,0,1071.29,5.41032,0.523272,3.02872,2.34839,0.400899,0.599101
-1071.76,0.885515,0.0462034,6,79,0,1073.3,3.65318,0.0599148,3.44206,2.32375,0.657376,0.342624
-1075.33,0.997487,0.0462034,5,31,0,1075.59,2.77431,0.341723,3.60913,1.48159,0.893745,0.106255
-1072.09,0.962005,0.0462034,6,95,0,1077.34,6.31144,1.13345,2.80306,2.80843,0.241903,0.758097
-1071.66,0.993824,0.0462034,5,47,0,1073.88,6.13295,0.570326,2.746,2.32366,0.347748,0.652252
-1071.34,0.997563,0.0462034,2,3,0,1071.72,6.14026,0.568874,2.70828,2.40398,0.348326,0.651674
-1071.05,0.963323,0.0462034,5,47,0,1072.35,6.22218,0.913645,2.78851,2.45895,0.30142,0.69858
-1073.69,0.979315,0.0462034,4,15,0,1074.27,6.17662,0.941869,2.41507,2.69485,0.239036,0.760964
-1073.83,0.79117,0.0462034,3,15,0,1079.21,6.65896,0.870978,2.62846,2.86936,0.264141,0.735859
-1070.91,0.993476,0.0462034,3,7,0,1074.41,6.71133,1.01256,2.48862,2.63397,0.260927,0.739073
-1072.11,0.962711,0.0462034,4,15,0,1074.99,7.03373,1.21636,2.309,2.73333,0.18632,0.81368
-1071.72,0.926701,0.0462034,3,15,0,1073.15,7.0627,1.16034,2.43882,2.79744,0.214097,0.785903
-1071.2,0.981046,0.0462034,5,63,0,1074.04,6.55446,0.928002,2.52506,2.66445,0.279156,0.720844
-1071.15,0.988306,0.0462034,5,47,0,1072.99,5.68307,0.858271,2.84552,2.43171,0.337088,0.662912
-1072.12,0.946115,0.0462034,3,15,0,1074.32,5.84868,0.692518,2.58191,2.52631,0.302382,0.697618
-1074.56,0.867881,0.0462034,3,7,0,1076.3,5.93982,0.550712,3.02899,2.44858,0.29309,0.70691
-1071.57,0.882617,0.0462034,3,15,0,1078.25,6.28169,0.90207,2.5859,2.52263,0.343585,0.656415
-1071.55,0.874356,0.0462034,3,7,0,1073.61,6.34796,0.833377,2.7065,2.65656,0.316451,0.683549
-1073.08,0.803186,0.0462034,5,51,0,1076.89,5.43718,0.805895,2.76728,2.78531,0.358386,0.641614
-1071.03,0.98664,0.0462034,3,7,0,1073.4,5.43323,0.730644,2.92596,2.5911,0.363108,0.636892
-1071.46,0.897095,0.0462034,4,19,0,1073.36,5.40327,0.763917,3.08771,2.43322,0.351849,0.648151
-1071.88,0.982769,0.0462034,3,15,0,1073.21,5.41914,0.668937,2.6743,2.50378,0.361096,0.638904
-1072.64,0.979251,0.0462034,4,23,0,1074.19,5.22533,0.999559,3.1781,2.66245,0.422596,0.577404
-1073.98,0.988823,0.0462034,4,31,0,1074.87,5.5818,0.16852,2.78562,2.22789,0.37264,0.62736
-1076.16,0.807455,0.0462034,6,63,0,1080.1,3.4499,0.791065,3.54228,2.6286,0.483291,0.516709
-1074.67,0.989057,0.0462034,3,7,0,1077.01,3.47863,0.764287,3.92996,2.38123,0.519387,0.480613
-1074.43,0.987347,0.0462034,5,39,0,1076.63,4.39452,0.569669,3.09318,2.75485,0.431629,0.568371
-1077.15,0.909372,0.0462034,5,31,0,1080.3,3.02866,1.26727,3.62524,2.81607,0.51384,0.48616
-1077.3,0.99688,0.0462034,6,71,0,1080.7,4.81254,1.36836,3.95977,3.0206,0.23778,0.76222
-1074.93,0.896499,0.0462034,5,63,0,1079.77,4.11672,-0.416588,3.01012,2.09818,0.561178,0.438822
-1082.22,0.622321,0.0462034,6,63,0,1084.28,5.1753,2.02337,4.9572,3.25122,0.265701,0.734299
-1082.94,0.755306,0.0462034,6,111,0,1088.79,2.81864,1.09718,3.58679,3.04846,0.972057,0.0279429
-1081.14,0.701599,0.0462034,5,63,0,1084.68,2.43405,0.493374,3.64514,2.14691,0.96619,0.0338095
-1082.95,0.732418,0.0462034,5,31,0,1085.61,2.74973,0.871769,3.4707,1.88424,0.979959,0.0200412
-1080.64,0.98883,0.0462034,6,63,0,1085.14,4.93447,0.464569,2.80318,3.13218,0.401512,0.598488
-1075.81,1,0.0462034,2,3,0,1081.85,4.88099,0.485778,2.97129,2.88777,0.388161,0.611839
-1074.36,0.985285,0.0462034,5,47,0,1078.16,5.85559,0.469208,2.70203,2.70548,0.393378,0.606622
-1073.45,0.995166,0.0462034,5,47,0,1075.47,5.14619,0.438611,3.14235,2.10673,0.422105,0.577895
-1072.39,0.984045,0.0462034,5,39,0,1074.82,6.39499,1.08615,2.68217,2.40073,0.271267,0.728733
-1074.03,0.985547,0.0462034,2,7,0,1074.76,6.39227,0.911622,2.18828,2.72736,0.267869,0.732131
-1073.25,0.970567,0.0462034,3,7,0,1074.96,6.53967,1.10502,3.05301,2.76012,0.299467,0.700533
-1073.75,0.828163,0.0462034,3,7,0,1076.41,6.51761,1.00373,2.22307,2.81197,0.259484,0.740516
-1073.16,0.978883,0.0462034,5,63,0,1077.15,5.80971,0.877169,2.9882,2.27036,0.368363,0.631637
-1074.12,0.991953,0.0462034,4,31,0,1075.11,5.92957,1.09939,2.94842,2.43181,0.262971,0.737029
-1071.76,0.999753,0.0462034,6,127,0,1074.82,4.32728,0.338276,3.16042,2.51545,0.535479,0.464521
-1076.09,0.929847,0.0462034,4,31,0,1078.51,4.72535,-0.430499,2.87483,2.29559,0.599641,0.400359
-1075.09,1,0.0462034,2,3,0,1076.1,4.73735,-0.439187,2.95782,2.23737,0.594233,0.405767
-1074.6,0.983502,0.0462034,5,39,0,1075.98,3.74621,1.4088,3.68581,2.97538,0.51847,0.48153
-1075.48,0.958682,0.0462034,3,15,0,1076.56,3.63632,1.22257,4.07766,2.28241,0.493881,0.506119
-1076.25,0.988037,0.0462034,5,47,0,1080.3,4.56865,1.38422,4.05244,2.44132,0.416448,0.583552
