# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = finite_mixture_model
# start_datetime = 2025-08-06 02:53:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 50
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 9
# data
#   file = /tmp/tmpfhbldy6n/c80bfik9.json
# init = 2 (Default)
# random
#   seed = 66806
# output
#   file = /home/cph/y/mcmc-monitor/examples/example-output/finite-mixture-1/finite-mixture-20250806105328_9.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=finite-mixture.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,Theta.1,Theta.2
-1074.41,0.887435,0.0437121,4,15,0,1076.37,6.43592,0.532194,2.75751,2.67166,0.321915,0.678085
-1072.14,0.986602,0.0437121,4,15,0,1078.51,5.81128,0.768053,3.02546,2.32823,0.338663,0.661337
-1073.21,0.968038,0.0437121,4,15,0,1075.09,5.91337,0.630153,2.70261,2.65166,0.393813,0.606187
-1074.14,0.95361,0.0437121,5,55,0,1076.27,7.08775,1.23059,2.16422,2.99548,0.212101,0.787899
-1071.47,1,0.0437121,2,3,0,1074.07,7.14414,1.26008,2.23326,2.55376,0.220392,0.779608
-1072.88,0.903383,0.0437121,4,31,0,1075.07,7.5325,1.28191,2.43395,2.65197,0.238681,0.761319
-1073.7,0.879578,0.0437121,5,31,0,1075.24,7.98126,1.67773,2.00668,2.64285,0.167582,0.832418
-1073.61,0.998788,0.0437121,4,15,0,1075.57,7.83161,1.31261,2.20869,2.9577,0.15239,0.84761
-1076.89,0.845304,0.0437121,4,15,0,1079.37,8.00853,1.17783,2.45724,2.79316,0.138466,0.861534
-1076.79,0.976617,0.0437121,5,63,0,1080.31,6.58311,1.26937,3.42825,2.91883,0.180721,0.819279
-1085.05,0.873878,0.0437121,3,7,0,1086.79,6.59929,1.81978,1.93879,3.08748,0.255261,0.744739
-1075.01,0.976958,0.0437121,3,7,0,1087.45,6.75636,1.57028,2.32869,2.56077,0.209912,0.790088
-1074.81,0.871619,0.0437121,2,3,0,1076.72,6.83283,1.513,2.47357,3.1048,0.218228,0.781772
-1072.76,0.964745,0.0437121,5,39,0,1075.78,6.34018,0.859455,2.54347,2.33269,0.269489,0.730511
-1072.28,0.999945,0.0437121,6,111,0,1073.49,5.23406,0.447784,3.00687,2.20967,0.394937,0.605063
-1072.99,0.944419,0.0437121,3,11,0,1075.39,5.34766,0.443584,3.42896,2.4576,0.406322,0.593678
-1072.17,0.973596,0.0437121,5,63,0,1077.64,5.86954,0.361411,2.85675,2.37315,0.370733,0.629267
-1070.76,0.881088,0.0437121,3,15,0,1075.42,5.75259,0.749574,2.81231,2.53822,0.365257,0.634743
-1070.67,0.990373,0.0437121,5,31,0,1072.09,5.54055,0.571361,2.84534,2.4589,0.394963,0.605037
-1072.53,0.781869,0.0437121,4,31,0,1075.93,5.45282,0.0789777,2.78389,2.23628,0.447686,0.552314
-1071.87,0.980456,0.0437121,3,7,0,1073.22,5.35137,0.135956,2.91735,2.27409,0.464277,0.535723
-1072.22,0.974559,0.0437121,3,15,0,1073.88,5.35193,0.442857,3.03763,2.31456,0.484492,0.515508
-1072.93,0.992771,0.0437121,6,71,0,1074.68,7.49131,1.39505,2.34546,2.72427,0.238073,0.761927
-1072.27,0.997517,0.0437121,4,15,0,1074.85,7.47026,1.42452,2.3578,2.74496,0.222858,0.777142
-1072.99,0.908415,0.0437121,3,15,0,1074.16,7.31309,1.4143,2.02333,2.85082,0.216604,0.783396
-1073.27,0.991077,0.0437121,3,7,0,1073.67,7.30178,1.44247,2.04066,2.87128,0.218685,0.781315
-1071.13,0.999013,0.0437121,3,15,0,1073.8,7.16112,1.30193,2.29571,2.68785,0.207069,0.792931
-1075.17,0.979593,0.0437121,5,63,0,1075.8,8.94885,1.7656,1.46942,2.99778,0.107477,0.892523
-1075.21,0.844729,0.0437121,6,111,0,1079.13,7.22454,0.768524,2.37364,2.3702,0.29029,0.70971
-1072.27,0.978204,0.0437121,4,15,0,1077.09,7.20765,0.995401,2.08409,2.60863,0.231382,0.768618
-1074.42,0.968209,0.0437121,5,37,0,1075.77,8.62962,1.70837,2.09155,3.03522,0.102499,0.897501
-1073.56,0.999725,0.0437121,4,15,0,1074.65,8.6056,1.70477,1.90532,2.91644,0.112406,0.887594
-1072.66,0.999821,0.0437121,4,31,0,1074.93,8.21293,1.73592,1.86724,2.89293,0.128455,0.871545
-1074.63,0.960373,0.0437121,4,31,0,1075.84,8.24799,1.28087,2.04214,2.64144,0.190752,0.809248
-1073.52,0.996728,0.0437121,4,15,0,1077.34,8.23193,1.78351,1.9071,2.90629,0.106895,0.893105
-1072.8,0.999459,0.0437121,4,31,0,1074.68,7.7275,1.75739,2.13627,2.9039,0.138323,0.861677
-1077.88,0.961332,0.0437121,4,31,0,1079.46,7.52056,2.16564,2.58289,3.20761,0.069349,0.930651
-1072.29,0.897822,0.0437121,6,79,0,1080.89,5.71285,0.916882,2.56337,2.44829,0.334071,0.665929
-1071.47,0.848896,0.0437121,2,3,0,1075.14,5.72161,0.931454,2.88244,2.43135,0.330619,0.669381
-1071.06,0.999422,0.0437121,6,127,0,1073.07,4.63543,0.148494,3.15945,2.302,0.499835,0.500165
-1071.67,0.930004,0.0437121,5,31,0,1073.03,4.35873,0.139357,3.45182,2.40448,0.543248,0.456752
-1071.8,0.988417,0.0437121,3,15,0,1072.83,4.23695,0.247005,3.14089,2.3157,0.523227,0.476773
-1071.9,0.984682,0.0437121,3,15,0,1075.3,4.56707,-0.156131,3.12896,2.2224,0.544503,0.455497
-1072.31,0.923174,0.0437121,5,31,0,1074.49,4.90634,0.924092,3.33418,2.75909,0.369599,0.630401
-1071.8,0.732492,0.0437121,4,23,0,1078.51,4.81744,0.125826,3.13758,2.32647,0.548026,0.451974
-1072.47,0.979454,0.0437121,5,31,0,1073.79,5.01075,0.0266155,2.87864,2.09809,0.521797,0.478203
-1073.49,0.806399,0.0437121,3,7,0,1075.53,5.0287,-0.0346554,2.83629,2.4287,0.500895,0.499105
-1072.51,0.99315,0.0437121,4,15,0,1075.26,5.14145,0.311885,3.39111,2.2698,0.47974,0.52026
-1073.88,0.906674,0.0437121,5,63,0,1082.88,6.48816,1.34755,2.44972,2.54297,0.296486,0.703514
-1072.05,0.999557,0.0437121,3,15,0,1074.86,6.5214,1.13206,2.81091,2.79886,0.236727,0.763273
-1072.81,0.988459,0.0437121,3,7,0,1073.4,6.56454,1.14151,2.18507,2.5515,0.234066,0.765934
-1071.04,0.872082,0.0437121,5,47,0,1075.25,6.35463,0.827379,2.555,2.4219,0.324629,0.675371
-1071.65,0.971215,0.0437121,2,3,0,1071.76,6.33894,0.854729,2.43034,2.49056,0.334623,0.665377
-1072.53,0.893542,0.0437121,3,7,0,1074.76,6.43393,0.748412,2.82928,2.47967,0.277338,0.722662
-1072.75,0.932771,0.0437121,6,79,0,1078.5,3.81656,0.29573,3.4345,2.40279,0.538865,0.461135
-1071.33,0.980806,0.0437121,4,31,0,1076.75,3.96233,0.21472,3.3262,2.23627,0.588162,0.411838
-1071.33,0.996651,0.0437121,5,31,0,1071.7,4.21143,-0.0732077,3.2339,2.22095,0.600954,0.399046
-1072.2,0.919622,0.0437121,3,15,0,1073.8,4.11381,0.0121773,3.51498,2.02443,0.589942,0.410058
-1072.99,0.938167,0.0437121,5,63,0,1075.56,4.54823,0.0745957,3.02243,2.43477,0.473558,0.526442
-1072.05,0.980271,0.0437121,3,7,0,1073.96,4.65313,0.0924032,3.11964,2.40046,0.476218,0.523782
-1071.96,0.996723,0.0437121,5,63,0,1072.77,4.49159,0.175963,3.37634,2.34847,0.590241,0.409759
-1072.36,0.919673,0.0437121,3,7,0,1073.72,4.4645,0.232025,3.58371,2.13648,0.569675,0.430325
-1075.45,0.959126,0.0437121,4,23,0,1077.8,4.42215,0.633775,3.23756,2.65047,0.601717,0.398283
-1072.31,0.930273,0.0437121,3,11,0,1078.16,4.41603,0.169342,3.40786,2.40387,0.491184,0.508816
-1071.9,0.993264,0.0437121,6,95,0,1073.23,5.50958,0.742436,3.0031,2.49395,0.322695,0.677305
-1073.56,0.819464,0.0437121,4,23,0,1075.55,5.66058,0.563347,2.87657,2.13495,0.369254,0.630746
-1074.07,0.96739,0.0437121,5,47,0,1076.42,6.26869,0.66872,2.50142,2.7583,0.329974,0.670026
-1071.8,0.991658,0.0437121,5,35,0,1075.05,7.34568,1.10602,2.34906,2.60324,0.234242,0.765758
-1070.93,0.779108,0.0437121,4,31,0,1074.9,6.84576,1.04475,2.37552,2.61525,0.25243,0.74757
-1071.03,0.989046,0.0437121,5,47,0,1071.44,6.18102,0.877835,2.89368,2.52847,0.313862,0.686138
-1072.42,0.785759,0.0437121,6,87,0,1076.58,6.61191,1.3719,2.87933,2.77143,0.21504,0.78496
-1071.65,0.873031,0.0437121,3,11,0,1074.07,6.65601,1.19542,2.69499,2.65354,0.225452,0.774548
-1071.99,0.875888,0.0437121,4,23,0,1073.11,6.80523,0.94422,2.59758,2.43392,0.261593,0.738407
-1071.74,0.788409,0.0437121,3,11,0,1076.16,6.63942,1.05174,2.46291,2.71192,0.226844,0.773156
-1072.48,0.918127,0.0437121,6,79,0,1074.03,4.15258,0.205788,3.43957,2.17744,0.517956,0.482044
-1071.33,0.986327,0.0437121,6,95,0,1076.69,5.87827,0.925938,3.03469,2.64796,0.310474,0.689526
-1071.66,0.978087,0.0437121,4,15,0,1071.8,5.85761,0.942972,3.06748,2.50472,0.309255,0.690745
-1071.7,0.986863,0.0437121,6,127,0,1073.57,4.1963,0.216708,3.49015,2.43234,0.597066,0.402934
-1073.89,0.967718,0.0437121,6,63,0,1075.18,2.91124,0.121846,3.55542,1.41997,0.855376,0.144624
-1073.12,0.959074,0.0437121,5,31,0,1074.38,2.99889,0.172137,3.66634,1.46771,0.823835,0.176165
-1074.92,0.929393,0.0437121,3,15,0,1078.26,3.08188,0.191317,3.73825,1.16207,0.813138,0.186862
-1075.6,0.9944,0.0437121,3,7,0,1076.37,3.09275,0.163657,3.7315,1.09815,0.813383,0.186617
-1073.47,0.997544,0.0437121,3,7,0,1075.82,3.14201,0.0590115,3.59123,1.32424,0.81135,0.18865
-1073.81,0.906356,0.0437121,5,31,0,1075.46,3.17921,-0.625708,3.55546,1.61717,0.833313,0.166687
-1074.31,0.972354,0.0437121,5,31,0,1076.05,3.05898,-0.732483,3.53108,1.76227,0.80415,0.19585
-1074.37,0.874906,0.0437121,5,31,0,1076.88,3.24782,0.656564,3.54471,1.77057,0.786834,0.213166
-1075.21,0.92221,0.0437121,4,15,0,1076.23,2.90326,0.759296,3.50234,1.71199,0.784991,0.215009
-1075.3,0.999464,0.0437121,5,63,0,1078.62,3.65413,1.3144,3.91936,3.02665,0.434906,0.565094
-1073.78,0.888883,0.0437121,5,63,0,1079.55,3.56192,0.334184,3.84896,2.1526,0.740612,0.259388
-1074.37,0.999047,0.0437121,3,15,0,1075.73,3.60116,0.234808,3.89737,1.71851,0.652272,0.347728
-1075.63,0.983696,0.0437121,5,47,0,1077.17,3.03128,-0.450027,3.35827,1.12537,0.841904,0.158096
-1074.87,0.998075,0.0437121,5,31,0,1076.34,2.88944,-0.41703,3.59257,1.61238,0.886912,0.113088
-1072.7,0.996991,0.0437121,5,47,0,1076.31,3.19399,0.145795,3.6611,1.61196,0.736833,0.263167
-1072.52,0.949453,0.0437121,5,63,0,1075.01,4.2958,0.718111,3.30815,2.73535,0.503341,0.496659
-1074.22,0.959087,0.0437121,6,127,0,1075.3,3.65935,-0.489976,3.59965,2.24784,0.726379,0.273621
-1074.01,0.915525,0.0437121,4,23,0,1077.94,3.95435,-0.0968364,3.57207,1.86949,0.729967,0.270033
-1072.58,0.987761,0.0437121,3,15,0,1075.14,3.7983,-0.381938,3.49587,1.9167,0.698075,0.301925
-1072.15,0.991427,0.0437121,6,63,0,1073.28,3.94338,-0.242125,3.46407,2.2143,0.648442,0.351558
-1072.53,0.987216,0.0437121,5,31,0,1074.7,3.37067,0.473609,3.83684,1.91538,0.677246,0.322754
-1072.66,0.960886,0.0437121,2,7,0,1074.04,3.30061,0.435415,3.49707,2.31261,0.673202,0.326798
-1072.2,0.879302,0.0437121,4,15,0,1074.93,3.6888,0.3382,3.5158,1.95496,0.63949,0.36051
-1072.96,0.957621,0.0437121,4,27,0,1075.69,3.58684,0.611428,3.73414,1.84566,0.679503,0.320497
-1072.59,0.985848,0.0437121,5,47,0,1073.68,3.45635,0.0140809,3.6385,1.61738,0.733013,0.266987
-1072.88,0.997305,0.0437121,5,63,0,1076.64,3.72753,0.562175,3.51461,2.70858,0.604674,0.395326
-1073.23,0.910623,0.0437121,4,31,0,1075.72,3.38144,1.06563,3.87718,2.28001,0.631824,0.368176
-1073.67,0.950371,0.0437121,4,15,0,1075.64,3.76823,1.08985,3.86233,2.48427,0.613662,0.386338
-1074.52,0.827396,0.0437121,2,7,0,1076.64,3.71875,0.984031,3.4291,2.30316,0.591029,0.408971
-1071.9,0.974905,0.0437121,5,59,0,1075.32,4.04317,0.668814,3.54557,2.43413,0.503287,0.496713
-1072.48,0.920179,0.0437121,4,15,0,1073.35,4.09415,0.871182,3.81562,2.53932,0.537028,0.462972
-1071.81,0.946807,0.0437121,5,63,0,1075.07,5.58226,0.463657,3.16346,2.37482,0.417653,0.582347
-1073.31,0.969625,0.0437121,6,95,0,1075.02,7.31902,0.986552,1.98255,2.62399,0.206887,0.793113
-1072.35,0.804418,0.0437121,4,31,0,1076.23,7.03989,1.34345,2.64535,2.77675,0.24687,0.75313
-1073.2,0.986562,0.0437121,3,15,0,1075.08,7.16817,1.0255,2.06224,2.59291,0.269729,0.730271
-1073.88,0.864654,0.0437121,3,11,0,1075.8,6.86303,1.01522,2.72286,2.90294,0.224982,0.775018
-1074.76,0.987837,0.0437121,3,7,0,1076.02,6.86212,0.913711,2.79465,2.55196,0.213667,0.786333
-1072.76,0.996019,0.0437121,3,15,0,1076.56,6.83636,0.973832,2.81912,2.73734,0.261267,0.738733
-1071.25,0.986842,0.0437121,6,75,0,1074.56,4.27612,0.170731,3.33241,2.42021,0.56656,0.43344
-1071.48,0.997563,0.0437121,5,31,0,1072.28,4.59813,-0.0729133,3.13955,2.19479,0.554257,0.445743
-1073.58,0.866909,0.0437121,6,91,0,1075.76,4.78891,0.0048018,3.15556,2.56098,0.485577,0.514423
-1072.29,0.972268,0.0437121,3,7,0,1075.17,4.86002,0.0631146,3.25977,2.40582,0.489776,0.510224
-1073.91,0.95514,0.0437121,4,31,0,1075.46,4.67139,0.225877,2.84645,2.19057,0.443146,0.556854
-1071.67,0.992262,0.0437121,2,3,0,1074.11,4.70783,0.229776,3.23104,2.33207,0.459404,0.540596
-1073.88,0.895459,0.0437121,5,47,0,1075.76,5.11745,1.0891,2.95745,2.65567,0.41433,0.58567
-1072.93,0.981854,0.0437121,2,7,0,1075.03,5.10279,0.921084,3.68289,2.54925,0.388654,0.611346
-1070.91,0.982727,0.0437121,5,63,0,1077.91,6.69056,1.04339,2.5098,2.51794,0.263989,0.736011
-1071.1,0.995613,0.0437121,3,11,0,1071.52,6.66847,1.19076,2.63705,2.69051,0.253042,0.746958
-1071.51,0.938104,0.0437121,4,31,0,1072.38,6.64388,0.785071,2.52405,2.44231,0.291471,0.708529
-1077.64,0.651781,0.0437121,3,15,0,1080.2,6.95457,0.555675,2.33927,2.65639,0.323147,0.676853
-1076.29,1,0.0437121,3,7,0,1077.81,6.94708,0.576771,2.43965,2.59173,0.323035,0.676965
-1075.41,0.98243,0.0437121,6,79,0,1079.56,2.91122,-0.596555,3.74293,1.09917,0.872125,0.127875
-1074.38,0.91816,0.0437121,2,7,0,1075.91,2.93861,-0.548638,3.55194,1.15966,0.874049,0.125951
-1075.21,0.946322,0.0437121,4,15,0,1076.71,2.87839,-0.695611,3.51632,1.03945,0.855203,0.144797
-1076,0.977498,0.0437121,4,15,0,1077.43,2.92204,-0.930643,3.57357,0.940673,0.862786,0.137214
-1075.87,0.729653,0.0437121,4,31,0,1080.44,2.81594,-0.263713,3.45832,1.68753,0.89966,0.10034
-1077.36,0.974545,0.0437121,5,55,0,1078.96,3.13027,0.352851,3.39388,2.98714,0.674847,0.325153
-1073.01,0.994426,0.0437121,5,39,0,1079.44,4.18785,0.299757,3.57693,2.14279,0.654074,0.345926
-1071.52,0.994106,0.0437121,3,15,0,1073.67,3.88468,0.211373,3.35507,2.25109,0.641964,0.358036
-1071.76,0.964565,0.0437121,4,23,0,1073.33,3.92209,0.635475,3.6976,2.4627,0.572966,0.427034
-1071.57,0.979851,0.0437121,4,15,0,1073.26,4.08351,0.507016,3.32418,2.40094,0.570093,0.429907
-1073.37,0.872845,0.0437121,3,11,0,1073.96,4.14276,0.48438,3.93274,2.31314,0.546322,0.453678
-1074.37,0.991239,0.0437121,5,63,0,1075.3,5.00117,-0.0107834,3.38034,2.14673,0.482863,0.517137
-1074.46,0.972985,0.0437121,4,31,0,1077.99,5.08176,0.763876,3.88189,2.50051,0.41773,0.58227
-1072.39,0.981809,0.0437121,4,23,0,1075.99,4.74359,0.6223,3.65476,2.36036,0.45996,0.54004
-1071.01,0.99864,0.0437121,4,23,0,1072.65,4.72529,0.412929,3.04095,2.3629,0.481179,0.518821
-1071.43,0.94886,0.0437121,4,23,0,1072.27,4.77934,0.34729,3.3048,2.46806,0.455824,0.544176
-1072.74,0.951475,0.0437121,4,23,0,1074.19,4.88287,0.213223,2.90304,2.12037,0.448455,0.551545
-1071.48,0.998539,0.0437121,5,31,0,1073.78,4.84603,0.322643,3.33691,2.47788,0.481575,0.518425
-1071.67,0.918993,0.0437121,5,63,0,1075.6,4.10571,-0.0496466,3.46911,2.08671,0.608413,0.391587
-1072.46,0.983323,0.0437121,4,15,0,1075.82,4.3759,-0.0685525,3.31268,2.22177,0.523198,0.476802
-1071.61,0.928913,0.0437121,5,63,0,1075.15,4.82811,0.777764,3.37742,2.43668,0.418012,0.581988
-1072.8,0.970852,0.0437121,6,111,0,1075.27,4.06411,0.694087,3.62838,2.58505,0.602321,0.397679
-1073.3,0.958475,0.0437121,5,31,0,1075.18,3.6016,0.929589,3.97574,2.3044,0.561975,0.438025
-1071.9,0.89476,0.0437121,5,35,0,1077,3.64731,-0.22199,3.41394,2.11393,0.704729,0.295271
-1073.76,0.962822,0.0437121,5,31,0,1075.08,3.51744,-0.562877,3.40415,1.65414,0.730049,0.269951
