# stan_version_major = 2
# stan_version_minor = 36
# stan_version_patch = 0
# model = finite_mixture_model
# start_datetime = 2025-08-06 02:53:28 UTC
# method = sample (Default)
#   sample
#     num_samples = 200
#     num_warmup = 50
#     save_warmup = true
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 7
# data
#   file = /tmp/tmpfhbldy6n/c80bfik9.json
# init = 2 (Default)
# random
#   seed = 66806
# output
#   file = /home/cph/y/mcmc-monitor/examples/example-output/finite-mixture-1/finite-mixture-20250806105328_7.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.36.0
# stancflags = --filename-in-msg=finite-mixture.stan
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,mu.1,mu.2,sigma.1,sigma.2,Theta.1,Theta.2
-1075.99,0.782639,0.0747126,2,3,0,1076.96,5.68421,1.02168,2.80006,2.6285,0.229652,0.770348
-1075.73,0.818597,0.0739401,3,7,0,1079.25,5.99022,1.73266,3.42308,2.84195,0.245252,0.754748
-1076.22,0.760746,0.08139,5,35,0,1081.33,8.36582,1.40904,2.01473,3.13996,0.116112,0.883888
-1075.6,0.873199,0.0756484,3,15,0,1078.37,8.35015,1.60037,1.57248,2.80669,0.100078,0.899922
-1074.67,0.164123,0.0973907,3,9,1,1078.07,8.50483,1.76837,1.58207,3.15429,0.108622,0.891378
-1073.53,0.999574,0.0164692,5,63,0,1076.43,8.41774,1.64216,2.02324,2.78813,0.127292,0.872708
-1075.26,0.976025,0.0306145,7,143,0,1076.41,2.99487,0.103659,3.714,1.31346,0.888102,0.111898
-1074.03,0.946006,0.0527225,6,63,0,1077.61,6.97202,1.62089,2.61509,3.08114,0.193707,0.806293
-1074.08,0.492332,0.0827631,3,7,0,1075.23,7.03078,1.67217,2.91891,2.96058,0.196277,0.803723
-1071.77,0.991456,0.0368393,5,47,0,1075.1,6.62615,0.91871,2.73401,2.65384,0.258624,0.741376
-1072.03,0.906041,0.0652079,3,15,0,1074.62,6.85416,1.30258,2.64781,2.59241,0.221234,0.778766
-1071.71,0.184845,0.0906653,3,13,0,1075.34,6.71209,0.889255,2.4194,2.66366,0.279276,0.720724
-1072.19,0.999647,0.0179686,7,207,0,1073.86,3.77606,-0.185132,3.44448,2.21991,0.700511,0.299489
-1074.2,0.930048,0.0322442,4,15,0,1075.66,3.38693,-0.386482,3.29873,2.00767,0.675263,0.324737
-1073.81,0.9938,0.04766,5,31,0,1076.4,3.1875,-0.638695,3.41571,1.63759,0.787061,0.212939
-1074.85,0.164757,0.0827772,4,15,0,1075.73,3.21433,-0.698801,3.69418,1.79709,0.787667,0.212333
-1076.48,0.984206,0.0163903,5,63,0,1077.84,3.05599,-0.463719,3.85262,2.05227,0.766785,0.233215
-1075.06,0.996575,0.0277536,5,63,0,1079.82,3.78429,-0.544342,3.26687,1.61549,0.736455,0.263545
-1074.67,0.989474,0.0481123,5,55,0,1076.72,3.09363,0.242708,3.64174,1.28564,0.858314,0.141686
-1075.56,0.500572,0.0812131,3,11,0,1076.14,3.09446,0.215282,3.62719,1.2712,0.88117,0.11883
-1074.28,0.896746,0.0394783,4,15,0,1076.74,2.84105,0.26585,3.56449,1.32891,0.835821,0.164179
-1075.31,0.987346,0.0524467,4,31,0,1077.56,2.77937,-0.450744,3.50894,1.29864,0.903583,0.0964168
-1075.35,0.325182,0.0869491,1,3,0,1076.7,2.77614,-0.446932,3.50038,1.1344,0.903064,0.0969358
-1076.2,0.999873,0.0277939,4,15,0,1076.26,2.66421,-0.437177,3.65389,0.991136,0.913329,0.0866707
-1077.74,0.614502,0.0473735,2,7,0,1079.47,2.84014,-0.552656,3.30073,1.0668,0.911268,0.0887315
-1075.52,0.999871,0.0312964,3,15,0,1078.15,2.80602,-0.577219,3.54663,1.01112,0.90937,0.0906296
-1076.12,0.447811,0.0528807,5,31,0,1078.68,2.98831,-1.11703,3.5598,1.07137,0.876651,0.123349
-1076.13,0.983653,0.0235032,6,63,0,1079.19,3.06186,-0.64166,3.61923,0.933078,0.9033,0.0967004
-1075.18,0.954421,0.0379893,5,63,0,1077.74,2.63304,-0.249111,3.66642,1.30201,0.856767,0.143233
-1071.91,0.974514,0.0569066,6,87,0,1076.33,5.17249,0.783744,3.23533,2.33724,0.411876,0.588124
# Adaptation terminated
# Step size = 0.0466193
# Diagonal elements of inverse mass matrix:
# 1, 1, 1, 1, 1
-1071.63,0.995343,0.0466193,6,95,0,1074.5,3.5933,0.119304,3.55772,2.14038,0.701698,0.298302
-1071.31,0.981068,0.0466193,5,47,0,1072.12,3.96672,0.357485,3.42021,2.42502,0.584517,0.415483
-1072.65,0.816882,0.0466193,2,3,0,1074.02,3.88796,0.364436,3.36996,2.64878,0.591364,0.408636
-1073.11,0.87,0.0466193,5,47,0,1076.43,4.34081,0.0975938,2.93109,2.35281,0.571212,0.428788
-1073.62,0.933587,0.0466193,6,67,0,1076.46,2.91838,0.207689,3.66284,1.89504,0.830369,0.169631
-1072.7,0.824436,0.0466193,4,23,0,1076.22,3.32332,-0.242189,3.48301,1.73276,0.78965,0.21035
-1072.85,0.839505,0.0466193,3,15,0,1074.67,3.42739,0.00507233,3.60689,2.01232,0.779337,0.220663
-1078.14,0.580928,0.0466193,5,63,0,1079.06,3.07941,0.834324,3.27233,2.67307,0.637867,0.362133
-1071.74,0.990974,0.0466193,6,127,0,1079.19,5.38863,0.241068,3.01482,2.38792,0.423628,0.576372
-1070.68,0.967658,0.0466193,4,15,0,1073.72,5.42197,0.632763,2.8974,2.39458,0.403154,0.596846
-1072.16,0.909286,0.0466193,6,95,0,1075.68,5.75914,1.17437,2.90234,2.74707,0.322285,0.677715
-1072.29,0.971027,0.0466193,3,7,0,1072.87,5.76964,1.12788,3.29079,2.65215,0.325052,0.674948
-1074.39,0.96991,0.0466193,6,95,0,1075.75,7.37879,1.80653,2.52635,3.12781,0.132745,0.867255
-1074,0.778019,0.0466193,4,15,0,1080.22,7.40361,1.27333,2.27265,2.40179,0.227605,0.772395
-1074.07,0.997768,0.0466193,5,59,0,1077.38,5.45787,1.18761,3.35528,2.96434,0.354474,0.645526
-1071.94,0.996025,0.0466193,3,15,0,1076.3,5.65589,0.859632,2.89574,2.61969,0.393827,0.606173
-1072.59,0.891237,0.0466193,3,11,0,1074.25,5.63198,0.8856,3.27547,2.40616,0.343011,0.656989
-1072.41,0.844056,0.0466193,2,7,0,1075.28,5.67108,0.934015,2.91365,2.33877,0.348907,0.651093
-1072.21,0.991611,0.0466193,5,63,0,1075.2,4.94695,0.962893,3.46243,2.53629,0.379591,0.620409
-1072.08,0.994781,0.0466193,6,95,0,1074.16,6.39408,1.3498,2.76466,2.69397,0.237867,0.762133
-1072.37,0.840671,0.0466193,2,7,0,1074.19,6.41821,1.28363,2.85066,2.88466,0.2384,0.7616
-1072.38,0.981742,0.0466193,5,47,0,1073.86,6.80218,1.35331,2.30987,2.54882,0.226615,0.773385
-1071.54,0.998427,0.0466193,5,63,0,1077.98,5.94595,0.852207,3.04844,2.47353,0.318089,0.681911
-1072.51,0.981211,0.0466193,6,79,0,1073.83,3.57381,0.129307,3.6433,2.24553,0.725572,0.274428
-1074.38,0.982725,0.0466193,3,15,0,1075.64,3.63698,0.224014,3.42591,2.33366,0.754178,0.245822
-1073.96,0.970564,0.0466193,3,7,0,1075.35,3.6349,0.223966,3.75937,2.02973,0.760673,0.239327
-1075.89,0.957893,0.0466193,3,7,0,1076.76,3.64435,0.29696,3.67241,2.35758,0.779963,0.220037
-1072.9,0.906577,0.0466193,5,39,0,1079.38,3.39913,0.58569,3.63754,1.90068,0.658409,0.341591
-1073.59,0.995973,0.0466193,4,15,0,1073.89,3.45301,0.717946,3.47351,2.68264,0.642221,0.357779
-1076.97,0.944532,0.0466193,5,47,0,1079.09,2.91401,-0.593153,3.68284,2.05937,0.754506,0.245494
-1074.26,0.902857,0.0466193,4,15,0,1079.2,3.38266,-0.674115,3.63804,1.8164,0.766184,0.233816
-1073.65,0.92033,0.0466193,5,63,0,1077.29,4.1163,-0.389331,3.03818,1.95239,0.657949,0.342051
-1072.5,0.861898,0.0466193,5,47,0,1081.33,3.97697,-0.416305,3.28262,2.19084,0.650752,0.349248
-1072.98,0.799472,0.0466193,4,15,0,1077.48,4.09792,-0.312643,3.52833,2.09061,0.644211,0.355789
-1074.33,0.952144,0.0466193,5,63,0,1077.41,4.26955,1.36252,3.72693,2.65108,0.38405,0.61595
-1074.33,0.653729,0.0466193,3,15,0,1081.33,4.26955,1.36252,3.72693,2.65108,0.38405,0.61595
-1071.87,0.983381,0.0466193,4,23,0,1075.78,4.40815,0.883199,3.50577,2.57345,0.492224,0.507776
-1071.2,0.931718,0.0466193,4,19,0,1073.76,4.44117,0.589708,3.41887,2.46428,0.523645,0.476355
-1071.55,0.916266,0.0466193,6,79,0,1073.71,5.92201,1.07558,2.90727,2.74101,0.309297,0.690703
-1071.25,0.906114,0.0466193,5,63,0,1074.42,4.93054,0.602687,3.16478,2.30313,0.452943,0.547057
-1071.57,0.96469,0.0466193,5,47,0,1072.33,5.93768,0.62708,2.73829,2.26349,0.358802,0.641198
-1071.26,0.975293,0.0466193,3,15,0,1072.11,5.80308,0.695489,2.7765,2.62402,0.344748,0.655252
-1071.25,0.999091,0.0466193,5,55,0,1071.64,5.23159,0.495644,2.9368,2.54925,0.402159,0.597841
-1071.72,0.989216,0.0466193,3,15,0,1073.53,5.17035,0.746075,3.02617,2.5747,0.356619,0.643381
-1072.58,0.795548,0.0466193,5,63,0,1076.26,4.78989,0.702432,3.03968,2.717,0.444152,0.555848
-1073.13,0.877615,0.0466193,6,79,0,1076.83,6.58062,0.786065,2.96666,2.58492,0.310627,0.689373
-1071.93,0.923487,0.0466193,5,63,0,1075.41,5.93665,0.830891,2.88725,2.35901,0.314042,0.685958
-1071.7,0.935484,0.0466193,3,11,0,1073.86,5.95989,0.80668,2.76166,2.53901,0.379606,0.620394
-1071.83,0.993451,0.0466193,5,39,0,1073.59,4.79249,0.109439,3.04894,2.38614,0.467155,0.532845
-1074.12,0.884246,0.0466193,3,15,0,1075.6,4.88878,0.0440308,2.69523,2.06717,0.46855,0.53145
-1071.36,0.768774,0.0466193,3,7,0,1078.92,4.8197,0.176875,3.10227,2.14842,0.502873,0.497127
-1071.05,0.999342,0.0466193,4,23,0,1071.56,4.58956,0.614724,3.34562,2.40216,0.490212,0.509788
-1071.53,0.992759,0.0466193,6,127,0,1071.93,3.91692,-0.108427,3.40456,2.19235,0.65689,0.34311
-1076.71,0.696344,0.0466193,4,23,0,1078.84,3.23996,0.800281,3.26913,2.59706,0.683773,0.316227
-1075.27,0.986533,0.0466193,4,15,0,1077.81,3.45105,0.501855,4.06708,1.61734,0.720275,0.279725
-1076.54,0.995796,0.0466193,3,15,0,1078.33,3.35486,0.622323,3.59009,1.44451,0.708742,0.291258
-1075.05,0.916455,0.0466193,3,15,0,1079.84,3.37378,0.45937,3.94767,1.50691,0.781514,0.218486
-1072.94,0.985765,0.0466193,6,79,0,1076.89,4.21864,0.206894,3.55792,2.05942,0.535522,0.464478
-1071.73,0.981395,0.0466193,3,7,0,1075.32,4.40759,0.185861,3.41111,2.43071,0.514099,0.485901
-1073.48,0.963089,0.0466193,5,47,0,1074.92,4.57606,0.104931,2.96953,2.21293,0.456736,0.543264
-1071.18,0.926191,0.0466193,4,15,0,1075.78,4.73133,0.478358,3.40784,2.32419,0.480457,0.519543
-1071.3,0.950807,0.0466193,3,15,0,1073.09,4.74831,0.263284,2.98959,2.36171,0.514115,0.485885
-1071.34,0.986047,0.0466193,4,31,0,1071.95,4.37187,0.351427,3.52075,2.2372,0.552834,0.447166
-1072.1,0.980896,0.0466193,3,7,0,1072.5,4.31957,0.365965,3.26633,2.45194,0.591541,0.408459
-1071.4,0.99465,0.0466193,3,7,0,1072.62,4.33165,0.32709,3.47342,2.18158,0.542781,0.457219
-1070.74,0.99705,0.0466193,5,63,0,1072.22,5.05677,0.349003,3.10855,2.37576,0.457849,0.542151
-1073.99,0.912164,0.0466193,5,63,0,1074.98,3.92502,0.993852,3.53277,2.37069,0.481859,0.518141
-1075.45,0.957763,0.0466193,3,11,0,1077.56,4.02953,1.17248,3.60835,3.14552,0.503528,0.496472
-1074.15,0.998078,0.0466193,3,7,0,1076.36,3.97235,1.2643,3.48998,2.64245,0.495384,0.504616
-1074.16,0.940443,0.0466193,5,55,0,1079.07,3.37877,1.26555,3.69242,2.76959,0.604134,0.395866
-1074.99,0.988981,0.0466193,5,63,0,1076.26,3.55666,1.5739,3.844,2.99825,0.446497,0.553503
-1074.54,0.988528,0.0466193,4,15,0,1075.74,3.86925,1.49235,3.92477,2.69852,0.506386,0.493614
-1078.27,0.935228,0.0466193,5,63,0,1080.49,3.88209,1.90956,4.65563,3.14346,0.272665,0.727335
-1078.74,0.868204,0.0466193,5,59,0,1082.39,2.13181,2.55777,3.17183,4.03926,0.392987,0.607013
-1076.1,0.999439,0.0466193,6,63,0,1081.76,0.142846,6.12922,2.25833,2.85923,0.596371,0.403629
-1072.65,0.934366,0.0466193,5,31,0,1078.68,1.03414,5.24216,2.44962,3.10837,0.616362,0.383638
-1072.44,0.964788,0.0466193,3,7,0,1074.11,0.940885,5.2283,2.53859,3.54392,0.612208,0.387792
-1071.74,0.999808,0.0466193,4,31,0,1073.63,0.807754,5.45866,2.55667,2.7801,0.604645,0.395355
-1073.19,0.999169,0.0466193,5,31,0,1074.34,0.0296776,5.44628,2.19813,2.6904,0.554731,0.445269
-1075.82,0.818805,0.0466193,6,95,0,1077.9,1.47587,5.95126,2.73416,3.11159,0.804715,0.195285
-1074.16,0.980079,0.0466193,5,31,0,1080.96,1.25356,7.67797,2.85539,2.64682,0.795437,0.204563
-1075.08,0.994941,0.0466193,3,15,0,1077.29,1.60756,7.07503,2.99163,1.97509,0.845149,0.154851
-1074.69,0.970364,0.0466193,5,63,0,1077.48,1.48061,6.80991,2.99745,3.2227,0.788205,0.211795
-1072.78,0.994245,0.0466193,3,15,0,1077.33,1.1329,7.12993,2.74027,1.99342,0.782378,0.217622
-1072.13,0.919067,0.0466193,4,27,0,1074.44,1.20275,6.7223,2.45875,2.36849,0.755886,0.244114
-1072.95,0.989174,0.0466193,6,95,0,1075.76,0.141807,3.48743,2.08363,3.30394,0.331022,0.668978
-1070.98,0.999754,0.0466193,6,63,0,1073.35,0.978821,6.5457,2.6053,2.40555,0.726894,0.273106
-1073.72,0.700765,0.0466193,5,31,0,1077.99,1.56837,6.63193,2.73358,2.91908,0.791458,0.208542
-1073.6,0.778636,0.0466193,2,3,0,1074.97,1.54927,6.63649,3.0054,2.90551,0.789323,0.210677
-1073.02,0.948589,0.0466193,6,87,0,1075.34,0.948516,3.88544,2.42388,3.95945,0.464288,0.535712
-1073.58,0.930622,0.0466193,6,63,0,1076.54,0.814907,3.0692,2.15542,3.84254,0.250142,0.749858
-1073.36,0.997467,0.0466193,6,63,0,1074.27,1.1384,4.24976,2.87604,3.67355,0.532422,0.467578
-1074.92,0.838501,0.0466193,2,3,0,1075.77,1.13952,4.25666,2.90397,4.00824,0.531503,0.468497
-1073.09,0.95532,0.0466193,3,15,0,1078.87,0.939161,4.65621,2.39401,3.28199,0.530542,0.469458
-1075.57,0.878104,0.0466193,3,7,0,1077.18,1.01916,4.70862,2.23698,3.38968,0.534413,0.465587
-1074.08,1,0.0466193,3,7,0,1076.22,0.946764,4.60182,2.9156,3.74193,0.564336,0.435664
-1071.54,0.974728,0.0466193,4,23,0,1075.58,0.369807,5.2424,2.17561,2.90481,0.549058,0.450942
-1071.54,0.988716,0.0466193,6,111,0,1073.29,1.14347,6.74732,2.54087,2.35212,0.719522,0.280478
-1072.64,0.947946,0.0466193,4,31,0,1073.73,1.38557,6.9063,2.91091,2.61944,0.815962,0.184038
-1073.06,0.851614,0.0466193,2,3,0,1073.82,1.39904,6.90512,2.72193,2.72147,0.817946,0.182054
-1072.79,0.99138,0.0466193,6,115,0,1074.74,0.973952,5.00143,2.46009,3.11847,0.570739,0.429261
-1072.6,0.974675,0.0466193,4,15,0,1074.56,0.320951,5.30531,2.25771,2.59475,0.590511,0.409489
-1072.98,0.897204,0.0466193,5,47,0,1075.29,1.01287,5.8743,2.84755,2.6686,0.693466,0.306534
-1073.59,0.973713,0.0466193,3,15,0,1074.65,0.840669,5.94964,2.2942,3.13987,0.661229,0.338771
-1072.59,0.999776,0.0466193,4,23,0,1074.25,0.907316,5.69393,2.32086,2.71191,0.641296,0.358704
-1072.08,0.993213,0.0466193,6,67,0,1074.33,0.2191,4.57585,2.17729,3.50751,0.443407,0.556593
-1070.9,0.997969,0.0466193,6,127,0,1072.88,0.815139,6.40733,2.53323,2.52975,0.696701,0.303299
-1077.99,0.612386,0.0466193,3,7,0,1080.18,0.653603,6.58077,2.73963,3.31948,0.716073,0.283927
-1074.68,1,0.0466193,3,7,0,1078.63,0.612192,6.51665,2.49902,2.95234,0.718184,0.281816
-1076.82,0.941762,0.0466193,4,23,0,1079.82,1.80823,6.42546,3.06014,3.7892,0.816298,0.183702
-1075.34,0.98976,0.0466193,3,7,0,1077.71,1.77408,6.24465,2.95155,2.74844,0.813039,0.186961
-1071.93,0.849277,0.0466193,4,31,0,1076.93,0.870718,6.5535,2.51427,2.22206,0.722182,0.277818
-1071.48,0.933552,0.0466193,4,15,0,1074.36,1.08333,6.47535,2.77097,2.61369,0.734732,0.265268
-1073.1,0.974814,0.0466193,4,15,0,1075.68,1.32863,6.86684,2.80394,2.51243,0.727365,0.272635
-1072.13,0.998356,0.0466193,3,15,0,1074.04,1.08254,6.67234,2.70541,2.33102,0.782462,0.217538
-1072.33,0.984436,0.0466193,3,15,0,1074.74,0.813944,6.89328,2.61511,2.36902,0.746456,0.253544
-1071.72,0.999997,0.0466193,5,47,0,1073.06,1.21481,6.13517,2.74052,2.91345,0.717741,0.282259
-1074.17,0.949912,0.0466193,4,15,0,1077.57,0.684213,6.25857,2.44183,2.41426,0.74693,0.25307
-1071.71,0.893838,0.0466193,3,15,0,1077.16,0.874221,6.60684,2.41327,2.53093,0.681898,0.318102
-1072.12,0.998222,0.0466193,6,79,0,1073.54,0.235464,3.36912,2.02968,3.70687,0.261541,0.738459
-1072.7,0.995453,0.0466193,3,15,0,1073.22,0.165002,3.22278,2.27238,3.51048,0.285769,0.714231
-1072.32,0.93738,0.0466193,6,79,0,1075.14,0.900991,5.49935,2.61834,2.73013,0.680307,0.319693
-1071.97,0.983227,0.0466193,4,31,0,1074.88,0.813895,5.87136,2.51862,3.15794,0.623851,0.376149
-1071.68,0.980117,0.0466193,4,31,0,1073.42,0.577237,5.70833,2.35805,2.57123,0.652734,0.347266
-1076.26,0.855455,0.0466193,6,79,0,1077.41,1.29311,7.62243,2.89786,2.47425,0.746502,0.253498
-1073.83,0.992396,0.0466193,3,7,0,1077.65,1.32272,7.46395,2.56292,1.9668,0.753326,0.246674
-1072.21,0.99155,0.0466193,5,63,0,1075.36,1.19155,6.35732,2.6946,3.01997,0.707306,0.292694
-1073.07,0.923395,0.0466193,3,15,0,1076.88,1.03284,6.50237,2.43039,2.95223,0.68498,0.31502
-1072.2,1,0.0466193,3,15,0,1073.45,1.06726,6.54887,2.70167,2.53391,0.692537,0.307463
-1073.04,0.996955,0.0466193,3,15,0,1076.02,1.36122,6.48483,2.58179,2.87495,0.728348,0.271652
-1071.48,0.972431,0.0466193,4,23,0,1076.09,1.10789,6.94957,2.48659,2.26065,0.759026,0.240974
-1071.08,0.947364,0.0466193,5,47,0,1072.55,0.958656,6.3837,2.65763,2.74751,0.717688,0.282312
-1071.77,0.946744,0.0466193,6,111,0,1073.19,0.744832,5.12006,2.43402,3.13342,0.631448,0.368552
-1072.94,0.960036,0.0466193,6,79,0,1074.4,-0.258037,3.29999,1.52226,3.511,0.205686,0.794314
-1073.95,0.990066,0.0466193,4,31,0,1076.84,-0.0375825,2.82132,1.3824,3.55009,0.14456,0.85544
-1071.76,0.997999,0.0466193,5,31,0,1074.39,0.147368,3.461,2.06213,3.53996,0.279243,0.720757
-1073.62,0.974731,0.0466193,4,31,0,1074.16,0.185254,3.10296,1.61476,3.63618,0.2843,0.7157
-1072.65,0.998947,0.0466193,4,31,0,1074.5,0.247534,3.50143,2.4616,3.58342,0.299925,0.700075
-1072.9,0.997648,0.0466193,4,15,0,1073.11,0.260897,3.70105,1.75401,3.58552,0.325459,0.674541
-1073.16,0.981388,0.0466193,4,31,0,1073.75,0.419147,3.40555,2.51046,3.7234,0.303332,0.696668
-1072.56,1,0.0466193,4,31,0,1073.46,0.370814,3.43342,1.84079,3.83587,0.281516,0.718484
-1073.57,0.704482,0.0466193,2,3,0,1075.28,0.412961,3.39288,1.75594,3.96126,0.280374,0.719626
-1072.82,0.998897,0.0466193,6,79,0,1075.29,1.11336,5.88303,2.51701,2.65786,0.653431,0.346569
-1074.84,0.792368,0.0466193,3,7,0,1076.54,0.771756,5.75436,2.61907,3.12935,0.735693,0.264307
-1072.35,0.998102,0.0466193,3,15,0,1077.57,1.24103,5.78101,2.80323,3.10045,0.718705,0.281295
-1072.31,0.979621,0.0466193,6,95,0,1073.62,0.679087,3.52571,2.05425,3.75122,0.32688,0.67312
-1072.65,0.928063,0.0466193,4,15,0,1073.95,0.612143,3.25964,2.05458,3.77405,0.342761,0.657239
-1071.82,0.995054,0.0466193,6,95,0,1073.1,0.96177,5.23402,2.62304,3.28327,0.596764,0.403236
-1071.33,0.994975,0.0466193,3,7,0,1072.23,0.883828,5.18746,2.62877,3.18227,0.606726,0.393274
-1073.46,0.984267,0.0466193,4,15,0,1074.06,1.21683,5.30715,2.6633,3.3645,0.60807,0.39193
-1073.12,0.972382,0.0466193,4,31,0,1077.04,0.882967,5.37579,2.51352,3.10827,0.551987,0.448013
-1071.62,0.973745,0.0466193,6,79,0,1074.91,0.714385,5.64331,2.64162,2.82184,0.670037,0.329963
-1071.26,0.999347,0.0466193,6,103,0,1072.38,0.900108,6.58883,2.55181,2.42673,0.743345,0.256655
-1070.93,0.941332,0.0466193,4,15,0,1073.97,1.06695,6.76392,2.57919,2.35836,0.75262,0.24738
-1071.55,0.901377,0.0466193,2,7,0,1072.02,1.09091,6.74316,2.71225,2.33618,0.736221,0.263779
-1071.72,0.992997,0.0466193,6,95,0,1072.78,0.223468,3.94615,2.1095,3.61986,0.405067,0.594933
-1074.08,0.944819,0.0466193,6,95,0,1076.24,0.358332,5.74057,2.28526,2.8265,0.668891,0.331109
-1072.12,0.96486,0.0466193,3,7,0,1075.21,0.707706,5.62284,2.60429,2.73974,0.598931,0.401069
-1074.39,0.546489,0.0466193,3,7,0,1080.6,0.681919,5.74141,2.74473,3.29856,0.596671,0.403329
-1071.73,0.86555,0.0466193,5,55,0,1077.69,0.9351,6.93253,2.63573,2.38262,0.763269,0.236731
-1071.32,0.964357,0.0466193,6,95,0,1073.52,0.48422,4.23976,2.32086,3.33938,0.437774,0.562226
-1071.96,0.918851,0.0466193,2,7,0,1074.69,0.459439,4.17932,2.32222,3.18889,0.459064,0.540936
-1071.35,0.871201,0.0466193,2,7,0,1074.6,0.431206,4.12688,2.44983,3.53187,0.46068,0.53932
-1071.14,0.998377,0.0466193,4,31,0,1071.61,0.303418,4.26586,2.34608,3.45388,0.421593,0.578407
-1072.99,0.821832,0.0466193,4,23,0,1074.66,0.0350417,4.28676,2.03762,3.00489,0.432531,0.567469
